"","note_num","file_name","max_freq","min_freq","mean_freq","median_freq","sd_freq","abs_max_slope","duration"
"112",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.31.wav",3.890625,3.75,3.81474215246637,3.796875,0.0362274715653976,0.046875,0.258923402360276
"113",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.31.wav",4.96875,3.796875,4.8228515625,4.828125,0.183601745382057,0.84375,0.106362725450902
"114",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.31.wav",3.421875,3.234375,3.35275829081633,3.375,0.030924831500685,0.046875,0.229915386328212
"115",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.34.wav",7.21875,4.78125,6.489375,6.984375,0.914253268112458,1.6875,0.207331300114548
"116",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.34.wav",3.890625,3.75,3.77335583623693,3.75,0.0367455586774109,0.046875,0.326573654066438
"117",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.34.wav",4.921875,4.78125,4.84426229508197,4.828125,0.0512670840677669,0.046875,0.0859404352806414
"118",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.34.wav",3.421875,3.1875,3.36634615384615,3.375,0.0498440178226853,0.046875,0.228816408934708
"119",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.37.wav",7.078125,4.78125,6.40581293706294,6.9375,0.895841116052381,1.546875,0.172955126002291
"120",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.37.wav",3.84375,3.75,3.79109589041096,3.796875,0.0323252703360678,0.046875,0.2545985395189
"121",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.37.wav",4.875,4.78125,4.82974137931035,4.828125,0.0424522175067904,0.046875,0.0515642611683849
