,X,file_names,include,threshold,trim_s,trim_f
410,410,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_c_1.46.wav,Y,10,NA,NA
411,411,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_d_1.59.wav,Y,10,NA,NA
412,412,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_d_1.95.wav,Y,9,NA,NA
413,413,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_d_2.11.wav,Y,10,NA,NA
414,414,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_d_2.24.wav,Y,10,NA,NA
415,415,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_d_3.12.wav,Y,12,NA,NA
416,416,Poecile.sp_Nm.RY_Mar042023_SparrowfootPUA.HenryCO.MO_smp_a_0.06.wav,Y,10,NA,NA
417,417,Poecile.sp_Nm.RY_Mar042023_SparrowfootPUA.HenryCO.MO_smp_a_0.16.wav,Y,10,NA,NA
418,418,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_1.19.wav,Y,10,NA,NA
419,419,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_1.23.wav,Y,15,NA,NA
420,420,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_1.35.wav,Y,13,NA,NA
421,421,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_1.42.wav,N,10,NA,NA
422,422,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_1.49.wav,Y,10,NA,NA
423,423,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_1.55.wav,Y,12,NA,NA
424,424,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_2.12.wav,Y,9,NA,NA
425,425,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_2.20.wav,Y,10,NA,NA
426,426,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_2.25.wav,Y,10,NA,NA
427,427,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_2.32.wav,Y,9,NA,NA
428,428,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_6.11.wav,Y,10,NA,NA
429,429,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_6.15.wav,Y,8,NA,NA
430,430,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_6.21.wav,Y,10,NA,NA
431,431,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_6.28.wav,Y,10,NA,NA
432,432,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_6.34.wav,Y,8,NA,NA
433,433,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_6.40.wav,Y,10,NA,NA
434,434,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_6.55.wav,Y,10,NA,NA
435,435,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_7.11.wav,Y,10,NA,NA
436,436,Poecile.sp_Nm.RY_Mar052023_SparrowfootPUA.HenryCO.MO_smp_a_7.21.wav,Y,10,NA,NA
437,437,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_SMP_a_0.01.wav,Y,10,NA,NA
438,438,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_smp_a_0.05.wav,Y,10,NA,NA
439,439,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_smp_a_0.08.wav,Y,10,NA,NA
440,440,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_smp_a_0.14.wav,Y,10,NA,NA
441,441,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_smp_a_0.22.wav,Y,11,NA,NA
442,442,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_smp_a_0.36.wav,Y,10,NA,NA
443,443,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_smp_a_0.46.wav,Y,12,NA,NA
444,444,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_smp_a_5.05.wav,Y,13,NA,NA
445,445,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_SMP_a_5.14.wav,N,10,NA,NA
446,446,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_SMP_a_5.20.wav,Y,13,NA,NA
447,447,Poecile.sp_Nm.RY_Mar062023_SparrowfootPUA.HenryCO.MO_SMP_a_5.25.wav,Y,10,NA,NA
448,448,Poecile.sp_Nm.RY_Mar162023_SparrowfootPUA.HenryCO.MO_jg_a_0.06.wav,Y,10,NA,NA
449,449,Poecile.sp_Nm.RY_Mar162023_SparrowfootPUA.HenryCO.MO_jg_a_0.11.wav,Y,10,NA,NA
450,450,Poecile.sp_Nm.RY_Mar162023_SparrowfootPUA.HenryCO.MO_jg_a_0.15.wav,Y,10,NA,NA
451,451,Poecile.sp_Nm.RY_Mar162023_SparrowfootPUA.HenryCO.MO_jg_a_0.21.wav,Y,10,NA,NA
452,452,Poecile.sp_Nm.RY_Mar162023_SparrowfootPUA.HenryCO.MO_jg_a_0.34.wav,Y,10,NA,NA
453,453,Poecile.sp_Nm.RY_Mar162023_SparrowfootPUA.HenryCO.MO_jg_a_0.39.wav,Y,10,NA,NA
454,454,Poecile.sp_Nm.RY_Mar162023_SparrowfootPUA.HenryCO.MO_jg_a_0.43.wav,Y,10,NA,NA
455,455,Poecile.sp_Nm.RY_Mar162023_SparrowfootPUA.HenryCO.MO_jg_a_0.48.wav,Y,10,NA,NA
456,456,Poecile.sp_Nm.RY_Mar262023_SparrowfootPUA.HenryCO.MO_smp_a_0.04.wav,Y,10,NA,NA
457,457,Poecile.sp_Nm.RY_Mar262023_SparrowfootPUA.HenryCO.MO_smp_a_0.15.wav,Y,10,NA,NA
458,458,Poecile.sp_Nm.RY_Mar262023_SparrowfootPUA.HenryCO.MO_smp_a_2.21.wav,Y,9,NA,NA
459,459,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_2.49.wav,Y,9,NA,NA
460,460,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_2.53.wav,Y,10,NA,NA
461,461,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_5.20.wav,Y,8,NA,NA
462,462,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_6.12.wav,Y,8,NA,NA
463,463,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_6.16.wav,Y,8,NA,NA
464,464,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_6.31.wav,Y,9,NA,NA
465,465,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_6.43.wav,Y,11,NA,NA
466,466,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_6.55.wav,Y,9,NA,NA
467,467,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_7.03.wav,Y,10,NA,NA
468,468,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_7.06.wav,Y,10,NA,NA
469,469,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_7.12.wav,Y,9,NA,NA
470,470,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_7.17.wav,Y,8,NA,NA
471,471,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_7.26.wav,Y,8,NA,NA
472,472,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_7.31.wav,Y,10,NA,NA
473,473,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_7.39.wav,Y,9,NA,NA
474,474,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_a_7.43.wav,Y,10,NA,NA
475,475,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_b_0.05.wav,Y,10,NA,NA
476,476,Poecile.sp_Nm.RY_Mar302023_SparrowfootPUA.HenryCO.MO_smp_b_0.09.wav,Y,9,NA,NA
477,477,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_a_5.51.wav,Y,10,NA,NA
478,478,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_a_5.54.wav,Y,10,NA,NA
479,479,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_a_6.03.wav,Y,10,NA,NA
480,480,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_a_6.08.wav,Y,10,NA,NA
481,481,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_a_6.35.wav,Y,10,NA,NA
482,482,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_a_7.02.wav,Y,10,NA,NA
483,483,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_a_7.21.wav,N,10,NA,NA
484,484,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_0.03.wav,Y,10,NA,NA
485,485,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_0.11.wav,Y,7,NA,NA
486,486,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_0.15.wav,Y,10,NA,NA
487,487,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_0.20.wav,Y,10,NA,NA
488,488,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_0.39.wav,Y,9,NA,NA
489,489,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_0.56.wav,Y,7,NA,NA
490,490,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_1.03.wav,N,9,NA,NA
491,491,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_1.11.wav,Y,10,NA,NA
492,492,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_1.39.wav,Y,10,NA,NA
493,493,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_1.48.wav,Y,8,NA,NA
494,494,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_1.54.wav,Y,8,NA,NA
495,495,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_1.59.wav,Y,10,NA,NA
496,496,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_2.05.wav,Y,10,NA,NA
497,497,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_b_2.09.wav,Y,10,NA,NA
498,498,Poecile.sp_Om.NO_Mar152022_SparrowfootPUA.HenryCO.MO_CKH_c_0.22.wav,Y,10,NA,NA
499,499,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_a_0.23.wav,Y,10,NA,NA
500,500,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_a_0.28.wav,Y,10,NA,NA
501,501,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_a_0.30.wav,Y,10,NA,NA
502,502,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_a_0.35.wav,Y,10,NA,NA
503,503,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_a_0.40.wav,Y,10,NA,NA
504,504,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_a_0.47.wav,Y,10,NA,NA
505,505,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_a_0.55.wav,Y,10,NA,NA
506,506,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_a_1.38.wav,Y,7,NA,NA
507,507,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_b_0.07.wav,Y,10,NA,NA
508,508,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_b_4.11.wav,Y,10,NA,NA
509,509,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_b_4.17.wav,Y,10,NA,NA
510,510,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_b_6.46.wav,Y,10,NA,NA
511,511,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_b_7.24.wav,Y,11,NA,NA
512,512,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_b_7.55.wav,Y,9,NA,NA
513,513,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.02.wav,Y,10,NA,NA
514,514,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.06.wav,Y,10,NA,NA
515,515,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.11.wav,Y,9,NA,NA
516,516,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.15.wav,Y,10,NA,NA
517,517,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.20.wav,Y,10,NA,NA
518,518,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.24.wav,Y,10,NA,NA
519,519,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.28.wav,Y,10,NA,NA
520,520,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.32.wav,Y,10,NA,NA
521,521,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.37.wav,Y,10,NA,NA
522,522,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.41.wav,Y,10,NA,NA
523,523,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.45.wav,Y,10,NA,NA
524,524,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.49.wav,Y,10,NA,NA
525,525,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_0.54.wav,Y,10,NA,NA
526,526,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_1.02.wav,Y,10,NA,NA
527,527,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_c_1.09.wav,Y,10,NA,NA
528,528,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_d_0.11.wav,Y,10,NA,NA
529,529,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_d_0.16.wav,Y,10,NA,NA
530,530,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_d_0.20.wav,Y,10,NA,NA
531,531,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_d_0.27.wav,Y,6,NA,NA
532,532,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_d_0.33.wav,Y,10,NA,NA
533,533,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_3.52.wav,Y,10,NA,NA
534,534,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.04.wav,Y,10,NA,NA
535,535,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.07.wav,Y,10,NA,NA
536,536,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.11.wav,Y,10,NA,NA
537,537,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.15.wav,Y,10,NA,NA
538,538,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.19.wav,Y,10,NA,NA
539,539,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.26.wav,Y,10,NA,NA
540,540,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.31.wav,Y,10,NA,NA
541,541,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.37.wav,Y,10,NA,NA
542,542,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.42.wav,Y,10,NA,NA
543,543,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.47.wav,Y,10,NA,NA
544,544,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.51.wav,Y,10,NA,NA
545,545,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.55.wav,Y,10,NA,NA
546,546,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_4.59.wav,Y,10,NA,NA
547,547,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.03.wav,Y,10,NA,NA
548,548,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.06.wav,Y,10,NA,NA
549,549,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.11.wav,Y,10,NA,NA
550,550,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.14.wav,Y,10,NA,NA
551,551,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.19.wav,Y,10,NA,NA
552,552,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.23.wav,Y,10,NA,NA
553,553,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.26.wav,Y,10,NA,NA
554,554,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.31.wav,Y,10,NA,NA
555,555,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.35.wav,Y,9,NA,NA
556,556,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.39.wav,Y,10,NA,NA
557,557,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.44.wav,Y,8,NA,NA
558,558,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.48.wav,Y,10,NA,NA
559,559,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.54.wav,Y,7,NA,NA
560,560,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_5.58.wav,Y,10,NA,NA
561,561,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_6.12.wav,Y,10,NA,NA
562,562,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_6.18.wav,Y,9,NA,NA
563,563,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_6.24.wav,N,10,NA,NA
564,564,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_6.58.wav,Y,8,NA,NA
565,565,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_7.03.wav,Y,7,NA,NA
566,566,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_7.08.wav,Y,7,NA,NA
567,567,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_7.13.wav,Y,8,NA,NA
568,568,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_7.20.wav,Y,8,NA,NA
569,569,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_7.24.wav,N,10,NA,NA
570,570,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_7.34.wav,Y,10,NA,NA
571,571,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_7.49.wav,Y,9,NA,NA
572,572,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_7.55.wav,Y,9,NA,NA
573,573,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_7.59.wav,Y,7,NA,NA
574,574,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_8.21.wav,Y,9,NA,NA
575,575,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_8.30.wav,Y,10,NA,NA
576,576,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_8.41.wav,Y,10,NA,NA
577,577,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_8.50.wav,Y,10,NA,NA
578,578,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_9.01.wav,Y,10,NA,NA
579,579,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_9.07.wav,Y,9,NA,NA
580,580,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_9.13.wav,Y,10,NA,NA
581,581,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_9.28.wav,Y,10,NA,NA
582,582,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_9.35.wav,Y,10,NA,NA
583,583,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_e_9.44.wav,Y,10,NA,NA
584,584,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_0.19.wav,Y,9,NA,NA
585,585,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_0.31.wav,Y,9,NA,NA
586,586,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_0.36.wav,N,10,NA,NA
587,587,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_0.42.wav,Y,10,NA,NA
588,588,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_0.48.wav,Y,10,NA,NA
589,589,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_0.54.wav,Y,9,NA,NA
590,590,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_1.07.wav,Y,9,NA,NA
591,591,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_1.13.wav,Y,8,NA,NA
592,592,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_1.19.wav,Y,10,NA,NA
593,593,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_1.25.wav,Y,9,NA,NA
594,594,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_1.53.wav,Y,10,NA,NA
595,595,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_g_2.05.wav,Y,10,NA,NA
596,596,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.13.wav,Y,10,NA,NA
597,597,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.16.wav,Y,10,NA,NA
598,598,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.20.wav,Y,10,NA,NA
599,599,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.24.wav,Y,10,NA,NA
600,600,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.28.wav,Y,10,NA,NA
601,601,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.32.wav,Y,10,NA,NA
602,602,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.37.wav,Y,10,NA,NA
603,603,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.42.wav,Y,10,NA,NA
604,604,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.47.wav,Y,10,NA,NA
605,605,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.50.wav,Y,10,NA,NA
606,606,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.54.wav,Y,10,NA,NA
607,607,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_0.58.wav,Y,10,NA,NA
608,608,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_1.02.wav,Y,10,NA,NA
609,609,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_1.07.wav,Y,10,NA,NA
610,610,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_1.11.wav,Y,10,NA,NA
611,611,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_1.15.wav,Y,10,NA,NA
612,612,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_1.19.wav,Y,10,NA,NA
613,613,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_1.24.wav,Y,10,NA,NA
614,614,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_1.28.wav,Y,10,NA,NA
615,615,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_1.33.wav,Y,10,NA,NA
616,616,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_1.38.wav,Y,10,NA,NA
617,617,Poecile.sp_Om.NO_Mar162022_SparrowfootPUA.HenryCO.MO_CKH_h_1.44.wav,Y,10,NA,NA
