"","file_name","ind_ID","number_notes","duration","max_note_dur","min_note_dur","mean_note_dur","stdev_note_dur","signal_pause_ratio","max_freq","min_freq","stdev_note_max_freq","abs_max_slope","stdev_slope"
"1030","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_2.00.wav","Ym.NG",5,1.13328782707622,0.311224876753887,0.0654645430413348,0.138012135001896,0.105856395838226,0.576681614349776,6.375,3.234375,1.44729171914735,1.59375,0.684599706260892
"1031","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_2.05.wav","Ym.NG",4,1.3011203576025,0.326084574370289,0.109409955874242,0.261189453484097,0.102066896732503,1.16090584028606,6.46875,3.140625,1.63212081641495,1.5,0.746574207212518
"1032","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_2.12.wav","Ym.NG",4,1.3194089673913,0.350769701086956,0.145885869565217,0.286676460597826,0.0946579475520912,1.38651102464332,6.46875,3.140625,1.70884932502108,2.0625,0.950688484073516
"1033","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_2.35.wav","Ym.NG",6,1.24216216032609,0.351838677536232,0.0493432291666667,0.178064696557971,0.11343446179172,1.18009478672986,6.515625,3.1875,1.34578334530488,1.453125,0.565616367337438
"1034","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_2.40.wav","Ym.NG",3,0.897917783706403,0.322907112181156,0.123369826913066,0.251388371941697,0.111121343624664,0.577175697865353,6.515625,3.5625,1.52205466085322,1.453125,0.705205256024797
"1035","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_3.13.wav","Ym.NG",7,1.26312142979306,0.317388746365658,0.060046519582692,0.149503579369151,0.0905257335646597,1.00308324768756,7.828125,3.28125,1.73636468882239,1.3125,0.461211707179345
"1036","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_3.20.wav","Ym.NG",5,0.985115061686086,0.284684287183002,0.0569368574366005,0.145457556545579,0.0895643172705416,0.865728900255755,6.5625,3.328125,1.29962998039346,1.5,0.649857255960876
"1037","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_3.25.wav","Ym.NG",6,1.19502828298397,0.33177335080148,0.0730116111796137,0.158191824222496,0.0992732434175977,1.19783197831978,7.875,3.375,1.79395142597284,1.78125,0.739377905742388
"1038","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_3.31.wav","Ym.NG",5,1.21483679370497,0.355221712646947,0.078341948710656,0.203903702123625,0.0997015863355551,1.17574257425743,7.265625,3.28125,1.59973600116941,2.0625,0.896403948598231
"1039","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_3.37.wav","Ym.NG",5,1.20994539437397,0.359336619783048,0.0665040908255193,0.2031592710057,0.143166382683016,1.09353348729792,7.6875,3.28125,1.64042409484179,0.421875,0.177259410011147
"1040","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_3.54.wav","Ym.NG",6,1.18253737846267,0.404552261053018,0.0837004678040727,0.183497179416621,0.118483127839298,1.29709228824273,6.9375,3.234375,1.38496918681879,1.5,0.722341569999955
"1041","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_4.03.wav","Ym.NG",4,0.986921418514607,0.358295384547694,0.0525642929426258,0.193629691349877,0.157466492102045,0.616040955631399,5.0625,3.234375,0.786583357887929,0.09375,0.0234375
"1042","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_4.09.wav","Ym.NG",3,1.20293858805204,0.37665606102254,0.214618838189481,0.300108675401625,0.081387904360591,0.856122448979592,7.640625,3.234375,2.3080087298091,1.453125,0.811898816047911
"1043","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_4.21.wav","Ym.NG",5,1.2530381907779,0.34866216781063,0.0611499802006337,0.20662256467793,0.135213226321836,1.0343716433942,7.875,3.328125,1.71000616775203,0.609375,0.244470090195099
"1044","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_4.28.wav","Ym.NG",4,1.19481115761881,0.382897291983765,0.0514819888381532,0.236227250866734,0.140458914028766,0.808256880733945,7.78125,3.28125,1.92867508867,1.5,0.7265625
"1045","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_4.33.wav","Ym.NG",4,1.13601283333333,0.370089166666667,0.0654360555555555,0.243507944444444,0.141815879312933,0.938986556359876,7.640625,3.140625,2.09399776985465,1.59375,0.758134596497383
"1046","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_4.38.wav","Ym.NG",4,1.32339134224288,0.410004454774356,0.0643986054619408,0.275572365872555,0.155678994643929,1.47982708933718,7.5,3.234375,1.80939928740176,1.265625,0.609375
"1047","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_4.44.wav","Ym.NG",5,1.2097443647541,0.374291474556011,0.0600582308743169,0.190255895662568,0.14895076631388,0.832863849765258,7.5,3.28125,1.74844378350077,1.453125,0.61974352053894
"1048","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_4.51.wav","Ym.NG",5,1.2302386703865,0.366819202504083,0.0536285383777899,0.188557940936309,0.142733339707732,0.917536534446764,7.6875,3.1875,1.7749477325051,1.78125,0.821583836257749
"1049","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_5.05.wav","Ym.NG",4,1.28115934371524,0.387352196885428,0.106226779755284,0.303121871523916,0.13227209346711,1.69161676646707,7.828125,3.09375,1.96316171169112,1.875,0.917760947224276
"1050","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_5.19.wav","Ym.NG",5,1.1909988964255,0.358695790267011,0.0687321274763135,0.19502741171404,0.128470727105229,1.41875,7.453125,3.1875,1.72370025762167,1.640625,0.707796978306633
"1051","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_5.36.wav","Ym.NG",6,1.51163956554495,0.344139220241085,0.0514600703164239,0.180646288506613,0.124156029347275,1.03163265306122,6.984375,3.328125,1.22716446215962,0.09375,0.0191366386154936
"1052","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_5.41.wav","Ym.NG",5,1.17572854028863,0.315675060132291,0.0526125100220485,0.19391467979555,0.114714306215329,1.18815789473684,7.546875,3.328125,1.72433750865369,2.015625,0.853073487455799
"1053","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_5.53.wav","Ym.NG",5,1.19674075150107,0.350972399767577,0.0504455742785203,0.188902576021693,0.141615935357819,1.04637336504162,7.171875,3.328125,1.43409923819797,1.6875,0.714286411830017
"1054","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_5.59.wav","Ym.NG",4,1.18859936861094,0.347882742032471,0.0515381840048105,0.249101222689918,0.136843903073894,1.2625850340136,7.921875,3.28125,2.00866348697492,1.96875,0.93984082761391
"1055","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_7.01.wav","Ym.NG",4,1.50446225463218,0.391675266006237,0.0869197165657678,0.206300191478628,0.130920147637619,0.733778625954198,8.390625,3.046875,2.52763051406352,0.515625,0.234375
"1056","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_7.08.wav","Ym.NG",2,0.880706287683032,0.399440137812231,0.374677002583979,0.387058570198105,0.0175101808433364,1.62669683257919,3.703125,3.09375,0.331456303681194,0.046875,0
"1057","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_7.15.wav","Ym.NG",3,0.878458622867972,0.384459886291851,0.117056222362603,0.252368919772584,0.133730940822031,0.802961275626424,3.515625,3.09375,0.19515618744995,0.046875,0
"1058","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_7.21.wav","Ym.NG",2,0.838709677419355,0.390322580645161,0.365591397849462,0.377956989247311,0.0174875870616029,1.17362270450751,3.609375,3.046875,0.232019412576836,0.046875,0
"1059","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_7.30.wav","Ym.NG",2,0.815211925287356,0.397952137212644,0.344319773706896,0.37113595545977,0.0379238079259763,0.594501718213058,3.421875,3.046875,0.0994368911043582,0.046875,0
"1060","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_7.39.wav","Ym.NG",2,0.736854741896759,0.370588235294118,0.283073229291717,0.326830732292917,0.0618824541998791,2.65350877192982,3.421875,3.046875,0.165728151840597,0.046875,0
